case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,offshore,retrofit,retrofit_y,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,geometry,cluster_label,xlong_centroid,ylat_centroid,geometry_centroid
3041425.0,48-030842,2011.0,42863.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.210625,29.181137,POINT (-100.210625 29.181137),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041432.0,48-030838,2011.0,42870.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.221992,29.169596,POINT (-100.221992 29.169596),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041411.0,48-027069,2011.0,42827.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.145691,29.212795,POINT (-100.145691 29.212795),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041412.0,48-030798,2011.0,42835.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.178833,29.200258,POINT (-100.178833 29.200258),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041423.0,48-030830,2011.0,42859.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.203506,29.183241,POINT (-100.203506 29.183241),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044262.0,48-026894,2012.0,42743.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.176788,29.206095,POINT (-100.176788 29.206095),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041435.0,48-030803,2011.0,42873.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.225594,29.164894,POINT (-100.225594 29.164894),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043924.0,48-026847,2012.0,42744.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.165894,29.212395,POINT (-100.165894 29.212395),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041429.0,48-030844,2011.0,42867.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.217491,29.173695,POINT (-100.217491 29.173695),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041424.0,48-030816,2011.0,42860.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.206192,29.182795,POINT (-100.206192 29.182795),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043923.0,48-026860,2012.0,42745.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.164093,29.213594,POINT (-100.164093 29.213594),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044257.0,48-027103,2012.0,42829.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.158165,29.21703,POINT (-100.158165 29.21703),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044261.0,48-027109,2012.0,42830.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.170013,29.210196,POINT (-100.170013 29.210196),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043932.0,48-030797,2012.0,42852.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.208893,29.19051,POINT (-100.208893 29.19051),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041416.0,48-031292,2011.0,48834.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.201157,29.194941,POINT (-100.201157 29.194941),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041418.0,48-030793,2011.0,42850.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.20488,29.192625,POINT (-100.20488 29.192625),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044269.0,48-030837,2012.0,42864.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.212791,29.177795,POINT (-100.212791 29.177795),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044268.0,48-030848,2012.0,42861.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.208794,29.182295,POINT (-100.208794 29.182295),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044266.0,48-030809,2012.0,42858.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.201096,29.183796,POINT (-100.201096 29.183796),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041422.0,48-031288,2011.0,48833.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.198692,29.184595,POINT (-100.198692 29.184595),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041417.0,48-030785,2011.0,42849.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.203293,29.193895,POINT (-100.203293 29.193895),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043921.0,48-027059,2012.0,42825.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.138794,29.215694,POINT (-100.138794 29.215694),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041427.0,48-030849,2011.0,42865.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.21447,29.176378,POINT (-100.21447 29.176378),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043929.0,48-030817,2012.0,42885.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.176895,29.201395,POINT (-100.176895 29.201395),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041431.0,48-030840,2011.0,42869.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.220589,29.171095,POINT (-100.220589 29.171095),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041419.0,48-030799,2011.0,42853.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.211067,29.189075,POINT (-100.211067 29.189075),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041415.0,48-030841,2011.0,42845.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.196106,29.195812,POINT (-100.196106 29.195812),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044270.0,48-031123,2012.0,42838.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.171104,29.18432,POINT (-100.171104 29.18432),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041436.0,48-030806,2011.0,42874.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.227592,29.163795,POINT (-100.227592 29.163795),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041421.0,48-030802,2011.0,42856.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.194092,29.188696,POINT (-100.194092 29.188696),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041430.0,48-030843,2011.0,42868.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.219093,29.172396,POINT (-100.219093 29.172396),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041420.0,48-030804,2011.0,42855.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.193481,29.190647,POINT (-100.193481 29.190647),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3043922.0,48-027047,2012.0,42822.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2019-05-31,Maxar,-100.143158,29.213545,POINT (-100.143158 29.213545),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041426.0,48-030839,2011.0,42862.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.211693,29.179396,POINT (-100.211693 29.179396),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041434.0,48-030801,2011.0,42872.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.223991,29.166096,POINT (-100.223991 29.166096),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044258.0,48-026837,2012.0,42748.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.160591,29.216194,POINT (-100.160591 29.216194),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041428.0,48-030850,2011.0,42866.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.216095,29.175196,POINT (-100.216095 29.175196),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044264.0,48-030796,2012.0,42851.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.206795,29.191496,POINT (-100.206795 29.191496),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3044263.0,48-026891,2012.0,42741.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2020-11-17,Maxar,-100.17688,29.20406,POINT (-100.17688 29.20406),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041437.0,48-030807,2011.0,42875.0,58000.0,TX,Kinney County,48271,Anacacho,2012.0,55.0,99.0,Vestas,V100-1.8,1800.0,80.0,100.0,7853.98,130.1,0.0,0.0,-9999.0,3.0,3.0,2017-05-02,Maxar,-100.229591,29.162895,POINT (-100.229591 29.162895),1,-100.19356382608694,29.19061739130434,POINT (-100.19356382608694 29.19061739130434)
3041126.0,48-032141,2011.0,-9999.0,57927.0,TX,Kenedy County,48261,Baffin,2015.0,101.0,202.0,Gamesa,G97-2.0,2000.0,90.0,97.0,7389.81,138.4,0.0,0.0,-9999.0,3.0,3.0,2017-02-16,Maxar,-97.497261,27.197195,POINT (-97.497261 27.197195),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3029643.0,48-021800,2009.0,42221.0,56795.0,TX,Kenedy County,48261,Penescal,2009.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-19,Maxar,-97.492493,27.133896,POINT (-97.492493 27.133896),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033088.0,48-024049,2009.0,42187.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-17,Maxar,-97.605293,27.104996,POINT (-97.605293 27.104996),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033082.0,48-024056,2009.0,42171.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-17,Maxar,-97.616692,27.096596,POINT (-97.616692 27.096596),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033062.0,48-023943,2009.0,42237.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-19,Maxar,-97.512489,27.149595,POINT (-97.512489 27.149595),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033100.0,48-024020,2009.0,42226.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2018-05-30,Maxar,-97.558495,27.139395,POINT (-97.558495 27.139395),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033048.0,48-023898,2009.0,42174.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-17,Maxar,-97.580994,27.097095,POINT (-97.580994 27.097095),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033096.0,48-024016,2009.0,42210.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-17,Maxar,-97.578392,27.125496,POINT (-97.578392 27.125496),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033378.0,48-024041,2009.0,42195.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2018-01-29,Maxar,-97.596893,27.112495,POINT (-97.596893 27.112495),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033040.0,48-023746,2009.0,42134.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-17,Maxar,-97.606689,27.076694,POINT (-97.606689 27.076694),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033101.0,48-024021,2009.0,42230.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-19,Maxar,-97.554893,27.142296,POINT (-97.554893 27.142296),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
3033070.0,48-023974,2009.0,42249.0,57095.0,TX,Kenedy County,48261,Penescal II,2010.0,84.0,201.6,Mitsubishi,MWT92/2.4,2400.0,80.0,92.0,6647.61,125.9,0.0,0.0,-9999.0,3.0,3.0,2019-07-19,Maxar,-97.478394,27.174095,POINT (-97.478394 27.174095),2,-97.56640204819277,27.11539686746988,POINT (-97.56640204819277 27.11539686746988)
